날짜,조식,조식열량,중식,중식열량,석식,석식열량,증특식,증특식열량,열량합계
2024-09-26(목),밥,372.75kcal,흑미밥,409.25kcal,밥,372.75kcal,,,2657.33kcal
2024-09-26(목),쇠고기두부탕국(05)(06)(16),58.64kcal,맑은콩나물국(05)(06)(16),27.59kcal,쇠고기떡국(01)(05)(06)(16),61.84kcal,,,2657.33kcal
2024-09-26(목),스팸김치볶음(05)(06)(09)(10),177.5kcal,김자반,0kcal,모듬강정(01)(02)(05)(06)(09)(10)(12)(15)(16),611.8kcal,,,2657.33kcal
2024-09-26(목),컬리플라워굴소스볶음(05)(06)(09)(18),61.9kcal,매콤카레찜닭(02)(05)(06)(15)(16)(18),233.81kcal,진미채무침(완)(06)(17),83.4kcal,,,2657.33kcal
2024-09-26(목),가공우유(커피맛)(02),90kcal,마카로니샐러드(완)(01)(02)(05)(06),79.5kcal,파김치,0kcal,,,2657.33kcal
2024-09-26(목),석박지(09),5.4kcal,열무김치,11.2kcal,,,,,2657.33kcal
2024-09-26(목),"생수(500ML,후식)",0kcal,,,,,,,2657.33kcal
2024-09-27(금),밥,372.75kcal,현미밥,408.65kcal,후리카케밥(소량)(01)(05)(06),214.67kcal,,,3664.04kcal
2024-09-27(금),해물짬뽕국(08)(09)(17)(18),64.82kcal,부대찌개(완)(01)(02)(05)(06)(09)(10)(15)(16)(18),290.25kcal,매운어묵탕(05)(06)(09)(16)(18),70.38kcal,,,3664.04kcal
2024-09-27(금),베이컨감자채볶음(05)(06)(10),112.56kcal,훈제오리야채볶음(01)(05)(15),392.99kcal,매콤짜장떡볶이(02)(05)(06)(10)(16)(18),438.09kcal,,,3664.04kcal
2024-09-27(금),돈육소시지폭찹(05)(06)(10)(12)(15)(16),185.52kcal,계란말이(01)(12),81.21kcal,모듬튀김(야채튀김오징어닭껍질)(01)(02)(05)(06)(12)(15)(16)(18),637.85kcal,,,3664.04kcal
2024-09-27(금),배추김치(09),8.75kcal,쌈무(13),5.25kcal,단무지,6.3kcal,,,3664.04kcal
2024-09-27(금),"우유(백색우유(200ML,연간))(02)",65kcal,파김치,0kcal,팬케이크(01)(02)(06),84kcal,,,3664.04kcal
2024-09-27(금),,,과일젤리,225kcal,,,,,3664.04kcal
2024-09-28(토),참치마요오믈렛(완)(01),92.5kcal,셀프명란마요주먹밥(01),487.85kcal,밥,372.75kcal,,,3392.72kcal
2024-09-28(토),구운달걀,0kcal,유부장국(01)(05)(06),26.93kcal,나가사끼짬뽕국(05)(06)(08)(09)(10)(15)(16)(17)(18),96.16kcal,,,3392.72kcal
2024-09-28(토),햄슬라이스구이(햄채소볶음)(05)(10)(12),284.2kcal,닭가슴살샐러드(15),132.96kcal,마라불고기(완)(02)(05)(06)(10)(16)(18),725.55kcal,,,3392.72kcal
2024-09-28(토),베이글크림치즈(01)(02)(06),806.8kcal,깍두기(09),13.3kcal,고구마샐러드(완)(01)(02)(05),63.33kcal,,,3392.72kcal
2024-09-28(토),시리얼(2)(05),172kcal,,,깻잎쌈무(13),6.55kcal,,,3392.72kcal
2024-09-28(토),거봉포도,38.088kcal,,,배추김치(09),8.75kcal,,,3392.72kcal
2024-09-28(토),"우유(백색우유(200ML,연간))(02)",65kcal,,,,,,,3392.72kcal
2024-09-29(일),밥,372.75kcal,밀쌀밥,390.96kcal,밥,372.75kcal,,,2597.64kcal
2024-09-29(일),쇠고기무국(05)(06)(16),47.91kcal,새우완자탕(05)(06)(08)(09),95.71kcal,쇠고기육개장(01)(05)(06)(16)(18),107.61kcal,,,2597.64kcal
2024-09-29(일),오징어볶음(05)(06)(17)(18),139.99kcal,굴소스쇠고기볶음(02)(05)(06)(16)(18),197.37kcal,닭매운찜(05)(06)(15)(16)(18),195.37kcal,,,2597.64kcal
2024-09-29(일),비엔나소시지구이&케첩(02)(05)(06)(10)(12)(16)(18),260.71kcal,계란후라이(완)(01)(05),70kcal,어묵야채조림(05)(06)(18),99.65kcal,,,2597.64kcal
2024-09-29(일),배추김치(09),8.75kcal,짜장소스(05)(06)(10),99kcal,오이무침,11.86kcal,,,2597.64kcal
2024-09-29(일),"우유(백색우유(200ML,연간))(02)",65kcal,파김치,0kcal,총각김치,12.25kcal,,,2597.64kcal
2024-09-29(일),,,"청량음료, 일화, 청포도에이드, 350mL/캔",50kcal,,,,,2597.64kcal
2024-09-30(월),밥,372.75kcal,찹쌀밥,410.5kcal,밥,372.75kcal,,,2920.18kcal
2024-09-30(월),감자계란국(01)(05)(06)(16),92.83kcal,닭고기미역국(05)(06)(15),60.75kcal,바지락무국(05)(06)(18),12.6kcal,,,2920.18kcal
2024-09-30(월),미트볼채소볶음(05)(06)(10)(12)(18),215.18kcal,캐슈넛멸치볶음(04)(05)(06)(14)(18),103.23kcal,콩나물불고기(05)(06)(10)(18),249.98kcal,,,2920.18kcal
2024-09-30(월),찐만두간장(05)(06),254.42kcal,돼지갈비찜(완)(05)(06)(10),432.73kcal,마늘쫑무침,23.6kcal,,,2920.18kcal
2024-09-30(월),양배추샐러드(참깨드레싱),150.17kcal,콩나물무침(05)(06)(18),25.66kcal,깍두기(09),13.3kcal,,,2920.18kcal
2024-09-30(월),배추김치(09),8.75kcal,배추김치(09),8.75kcal,,,,,2920.18kcal
2024-09-30(월),"우유(백색우유(200ML,연간))(02)",65kcal,사과(홍로),47.232kcal,,,,,2920.18kcal
2024-10-01(화),밥,390.5kcal,밀쌀밥,390.96kcal,밥,390.5kcal,,,3062.55kcal
2024-10-01(화),소고기된장찌개(16),61.66kcal,게살계란탕(01)(05)(06)(16)(18),126.31kcal,부대찌개(완)(01)(02)(05)(06)(09)(10)(15)(16)(18),253.25kcal,,,3062.55kcal
2024-10-01(화),떡갈비바볶음(05)(06)(10)(18),222.64kcal,돈육춘장소스볶음(05)(06)(10)(18),252.81kcal,애호박베이컨볶음(02)(05)(06)(10)(18),71.42kcal,,,3062.55kcal
2024-10-01(화),빨간메추리알(01)(05)(06)(16),141.66kcal,비엔나소시지구이&케첩(05)(10)(12),352.7kcal,가쓰오계란말이(05),236.95kcal,,,3062.55kcal
2024-10-01(화),가공우유(초코맛)(02),120kcal,단무지무침,9.54kcal,총각김치,12.25kcal,,,3062.55kcal
2024-10-01(화),배추김치(09),8.75kcal,파김치,20.65kcal,,,,,3062.55kcal
2024-10-02(수),밥,390.5kcal,삼색소보로비빔밥(01)(05)(06)(09),618.8kcal,보리밥,406.3kcal,,,3107.98kcal
2024-10-02(수),물만둣국(01)(02)(05)(06)(16),123.12kcal,얼큰새우탕(05)(06)(09),71.13kcal,쇠고기육개장(01)(05)(06)(16)(18),125.94kcal,,,3107.98kcal
2024-10-02(수),햄감자볶음(05)(06)(10)(16)(18),77.79kcal,회오리핫도그(01)(02)(04)(05)(06)(10),427kcal,스팸짜글이(05)(06)(10)(16)(18),183.22kcal,,,3107.98kcal
2024-10-02(수),모듬장조림(01)(05)(06)(10)(18),171.24kcal,파인애플샐러드(01)(05),158.39kcal,계란말이(12),189kcal,,,3107.98kcal
2024-10-02(수),겉절이김치(09),10.5kcal,깍두기(09),13.3kcal,배추김치(09),8.75kcal,,,3107.98kcal
2024-10-02(수),"우유(백색우유(200ML,연간))(02)",65kcal,유산균 발효 음료(02),68kcal,,,,,3107.98kcal
2024-10-03(목),밥,390.5kcal,흑미밥,409.25kcal,밥,390.5kcal,,,2483.50kcal
2024-10-03(목),쇠고기무국(05)(06)(16),49.41kcal,돼지고기애호박찌개(05)(06)(09)(10),104.61kcal,맑은콩나물국(05)(06)(16),30.6kcal,,,2483.50kcal
2024-10-03(목),고추참치볶음(05)(06)(12)(16)(18),93.16kcal,오리간장불고기(완)(05),443.21kcal,오징어돈육볶음(05)(06)(10)(17),292.72kcal,,,2483.50kcal
2024-10-03(목),계란후라이(완)(01)(05),75kcal,깻잎쌈무(13),6.55kcal,모듬쌈,42.19kcal,,,2483.50kcal
2024-10-03(목),가공우유(딸기맛)(02),125kcal,깍두기(09),13.3kcal,배추김치(09),8.75kcal,,,2483.50kcal
2024-10-03(목),배추김치(09),8.75kcal,,,,,,,2483.50kcal
2024-10-03(목),"생수(500ML,후식)",0kcal,,,,,,,2483.50kcal
2024-10-04(금),밥,390.5kcal,찹쌀밥,410.5kcal,후리카케밥(소량)(01)(05)(06),213.99kcal,,,3956.40kcal
2024-10-04(금),황태채국(01)(05)(06),61.14kcal,닭다리백숙(02)(15)(16),597.24kcal,매운어묵탕(05)(06)(09)(16)(18),87.38kcal,,,3956.40kcal
2024-10-04(금),쇠고기폭찹(05)(06)(12)(16)(18),137.74kcal,떡갈비구이(01)(05)(06)(10)(15)(16),335.25kcal,로제떡볶이(02)(05)(06)(10)(12),526.37kcal,,,3956.40kcal
2024-10-04(금),진미채무침(완)(06)(17),83.4kcal,비스킷슈(01)(02)(06),232kcal,닭껍질튀김(05)(06)(12)(15),342.8kcal,,,3956.40kcal
2024-10-04(금),배추김치(09),8.75kcal,깻잎장아찌(완)(05),4.04kcal,단무지,6.3kcal,,,3956.40kcal
2024-09-10(화),블루베리베이글(06),194kcal,계란말이(01)(12),81.21kcal,오이풋고추된장무침,21.64kcal,,,2331.44kcal
2024-09-10(화),캐슈넛샐러드(04)(14),15.48kcal,깻잎장아찌(완)(05),4.04kcal,겉절이김치(09),10.5kcal,,,2331.44kcal
2024-09-10(화),"우유(백색우유(200ML,연간))(02)",65kcal,배추김치(09),8.75kcal,,,,,2331.44kcal
2024-09-10(화),,,"㈜케이헬스바이오, 프로루틴단백질음료 코코아, 250mL",,,,,,2331.44kcal
2024-09-11(수),밥,372.75kcal,스팸마요덮밥(01)(02)(05)(06)(10)(15),1040.83kcal,보리밥,406.3kcal,,,3671.26kcal
2024-09-11(수),닭곰탕(02)(15)(16),92.4kcal,유부장국(01)(05)(06),26.93kcal,만두육개장(01)(02)(05)(06)(10)(16),239.88kcal,,,3671.26kcal
2024-09-11(수),새우살야채볶음(05)(06)(09)(10)(12)(15)(16)(18),131.28kcal,훈제닭다리(15),676kcal,소불고기당면볶음(05)(06)(16)(18),309.65kcal,,,3671.26kcal
2024-09-11(수),모듬장조림(01)(05)(06)(10)(18),166.79kcal,눈꽃치즈샐러드(02),32.15kcal,양념깻잎(09),9kcal,,,3671.26kcal
2024-09-11(수),배추김치(09),8.75kcal,깍두기(09),13.3kcal,총각김치,12.25kcal,,,3671.26kcal
2024-09-11(수),"우유(백색우유(200ML,연간))(02)",65kcal,유산균 발효 음료(02),68kcal,,,,,3671.26kcal
2024-09-12(목),밥,372.75kcal,흑미밥,409.25kcal,밥,372.75kcal,,,2719.49kcal
2024-09-12(목),해물순두부찌개(01)(05)(06)(08)(09)(17)(18),93.34kcal,고기듬뿍순댓국(05)(06)(09)(10)(16),354.3kcal,부추달걀국(01)(05)(06)(16),80.44kcal,,,2719.49kcal
2024-09-12(목),소시지채소볶음(05)(06)(10)(12)(15)(16)(18),100.88kcal,아귀콩나물찜(05)(06)(08)(09)(16)(17)(18),170.85kcal,치킨가스소스(01)(02)(05)(06)(10)(12)(15)(16)(18),393.44kcal,,,2719.49kcal
2024-09-12(목),진미채간장볶음(완)(17),1.79kcal,오복채무침,7.18kcal,카레소스,158.4kcal,,,2719.49kcal
2024-09-12(목),가공우유(초코맛)(02),120kcal,석박지(09),5.4kcal,양배추샐러드(케요)(12),58.77kcal,,,2719.49kcal
2024-09-12(목),열무김치,11.2kcal,,,배추김치(09),8.75kcal,,,2719.49kcal
2024-09-12(목),"생수(500ML,후식)",0kcal,,,,,,,2719.49kcal
2024-09-13(금),밥,372.75kcal,현미밥,408.65kcal,물냉면vs비빔냉면(01)(02)(03)(05)(06)(10)(13)(16),822.73kcal,,,4260.12kcal
2024-09-13(금),매운어묵탕(05)(06)(09)(16)(18),70.38kcal,짬뽕순두부국(05)(10)(16)(17),87.39kcal,삼겹살구이(10),1370.46kcal,,,4260.12kcal
2024-09-13(금),콩부각멸치볶음(05)(06)(18),106.54kcal,햄김치볶음(05)(06)(09)(10)(16),182.8kcal,모듬쌈,42.19kcal,,,4260.12kcal
2024-09-13(금),쇠고기감자조림(05)(06)(16)(18),170.33kcal,맛김,0kcal,명이나물절임(05)(06),16.5kcal,,,4260.12kcal
2024-09-13(금),배추김치(09),8.75kcal,치즈볼케첩(01)(02)(04)(05)(06),473.25kcal,배추김치(09),8.75kcal,,,4260.12kcal
2024-09-13(금),"우유(백색우유(200ML,연간))(02)",65kcal,총각김치,12.25kcal,,,,,4260.12kcal
2024-09-13(금),,,"포도,신선형(포도(811월))",41.4kcal,,,,,4260.12kcal
2024-09-14(토),치킨데리야끼볶음밥(완)(05)(15),530kcal,불고기버거(불고기베이컨버거)(01)(02)(05)(06)(10)(12),567.46kcal,검은콩밥,661.15kcal,,,3928.70kcal
2024-09-14(토),팽이버섯장국(01)(05)(06)(18),27.4kcal,닭윙구이(05)(15),561.5kcal,돼지고기애호박찌개(05)(06)(09)(10),82.99kcal,,,3928.70kcal
2024-09-14(토),돈육큐브토마토소스조림(05)(10)(12),358.65kcal,망고샐러드,24kcal,파채소불고기(05)(06)(16),664.25kcal,,,3928.70kcal
2024-09-14(토),콘샐러드(완)(01)(05),45kcal,시리얼(1)(05)(06)(16),196kcal,무말랭이무침(완),24kcal,,,3928.70kcal
2024-09-14(토),깍두기(09),13.3kcal,,,파김치,0kcal,,,3928.70kcal
2024-09-14(토),"우유(백색우유(200ML,연간))(02)",65kcal,,,,,,,3928.70kcal
2024-09-14(토),"청량음료, 코카콜라음료, 코카콜라, 250mL/캔",108kcal,,,,,,,3928.70kcal
2024-09-15(일),밥,372.75kcal,대패삼겹살굴소스덮밥(05)(06)(10)(18),769.9kcal,현미밥,408.65kcal,,,2607.31kcal
2024-09-15(일),물만둣국(01)(02)(05)(06)(10)(12)(15)(16),116.1kcal,오징어무국(05)(06)(17),51.51kcal,부대찌개(02)(05)(06)(09)(10)(15)(16)(18),242.3kcal,,,2607.31kcal
2024-09-15(일),닭가슴살채소볶음(05)(06)(15)(18),91.04kcal,떡갈비바볶음(05)(06)(10)(18),222.64kcal,궁중소고기떡볶음(05)(06)(16)(18),164.2kcal,,,2607.31kcal
2024-09-15(일),쇠고기장조림(완)(05)(06)(18),5.16kcal,배추김치(09),8.75kcal,애호박새우볶음(05)(06)(09)(18),70.06kcal,,,2607.31kcal
2024-09-15(일),배추김치(09),8.75kcal,,,겉절이김치(09),10.5kcal,,,2607.31kcal
2024-09-15(일),"생수(500ML,후식)",0kcal,,,,,,,2607.31kcal
2024-09-15(일),"우유(백색우유(200ML,연간))(02)",65kcal,,,,,,,2607.31kcal
2024-09-16(월),밥,372.75kcal,찹쌀밥,410.5kcal,밥,372.75kcal,,,2650.49kcal
2024-09-16(월),참치김치찌개(05)(09)(16),177.15kcal,쇠고기미역국(05)(06)(16),43.35kcal,바지락무국(05)(06)(18),12.6kcal,,,2650.49kcal
2024-09-16(월),모듬장조림(01)(05)(06)(10)(18),166.79kcal,떡갈비구이(01)(05)(06)(10)(15)(16),280.75kcal,스팸두부조림(05)(06)(10)(18),221.07kcal,,,2650.49kcal
2024-09-16(월),계란후라이(완)(01)(05),70kcal,한식잡채(05)(06)(10)(18),202.75kcal,매운콩나물무침(05),26.12kcal,,,2650.49kcal
2024-09-16(월),오이무침,11.86kcal,배추김치(09),8.75kcal,파김치,0kcal,,,2650.49kcal
2024-09-16(월),깍두기(09),13.3kcal,에너지바(02)(04)(05)(06),195kcal,,,,,2650.49kcal
2024-09-16(월),"우유(백색우유(200ML,연간))(02)",65kcal,,,,,,,2650.49kcal
2024-09-17(화),밥,372.75kcal,밥(소량),213kcal,밀쌀밥,390.96kcal,,,3152.76kcal
2024-09-17(화),돈육콩나물국(05)(06)(10)(16),60.92kcal,사골떡만둣국(01)(05)(06)(16),68.22kcal,쇠고기두부탕국(05)(06)(16),58.64kcal,,,3152.76kcal
2024-09-17(화),비엔나소시지야채볶음(02)(05)(06)(10)(12)(16)(18),271.99kcal,돼지LA갈비구이(05),434kcal,돼지고기채소볶음(05)(06)(10)(18),299.21kcal,,,3152.76kcal
2024-09-17(화),계란말이(완)(01),144.14kcal,모듬전(01)(05)(06)(10)(17),366.74kcal,맛김,0kcal,,,3152.76kcal
2024-09-17(화),배추김치(09),8.75kcal,약과(06),237kcal,모듬쌈,42.19kcal,,,3152.76kcal
2024-09-17(화),떠먹는 토핑형 발효유(02),165kcal,겉절이김치(09),10.5kcal,배추김치(09),8.75kcal,,,3152.76kcal
2024-09-18(수),밥,372.75kcal,삼색나물비빔밥(05)(06)(10),662.03kcal,보리밥,406.3kcal,,,2770.75kcal
2024-09-18(수),얼큰쇠고기무국(05)(06)(16),62.17kcal,황태채국(01)(05)(06),58.48kcal,쇠고기무국(05)(06)(16),47.91kcal,,,2770.75kcal
2024-09-18(수),고추참치볶음(05)(06)(12)(16)(18),139.48kcal,소떡소떡(05)(06)(10)(15),309.1kcal,닭간장조림(05)(06)(15),192.29kcal,,,2770.75kcal
2024-09-18(수),연두부양념장(05)(06)(18),60.45kcal,계란후라이(완)(01)(05),70kcal,단호박샐러드(완)(01)(02)(05),39kcal,,,2770.75kcal
2024-09-18(수),김가루,25kcal,소고기고추장,6.84kcal,배추김치(09),8.75kcal,,,2770.75kcal
2024-09-18(수),파김치,0kcal,열무김치,11.2kcal,아이스크림 팩형(02),234kcal,,,2770.75kcal
2024-09-18(수),"우유(백색우유(200ML,연간))(02)",65kcal,,,,,,,2770.75kcal
2024-09-19(목),밥,372.75kcal,흑미밥,409.25kcal,고기듬뿍돼지국밥(완)(10),346.82kcal,,,3221.38kcal
2024-09-19(목),김치어묵국(05)(06)(09)(16),84.48kcal,유부장국(01)(05)(06),26.93kcal,밥,372.75kcal,,,3221.38kcal
2024-09-19(목),미트볼채소볶음(05)(06)(10)(12)(18),215.18kcal,배추김치볶음(05)(09)(16),54.12kcal,달걀장조림(01)(05)(06),164.96kcal,,,3221.38kcal
2024-09-19(목),참나물무침(05)(06)(18),18.81kcal,"모듬까스(돈가스,새우,생선가스)(01)(02)(05)(06)(10)(12)(16)(18)",805.36kcal,오복채무침,7.18kcal,,,3221.38kcal
2024-09-19(목),가공우유(바나나맛)(02),82.5kcal,브로콜리샐러드(01)(05)(10),229.34kcal,석박지(09),5.4kcal,,,3221.38kcal
2024-09-19(목),총각김치,12.25kcal,깍두기(09),13.3kcal,,,,,3221.38kcal
2024-09-19(목),"생수(500ML,후식)",0kcal,,,,,,,3221.38kcal
2024-09-20(금),현미밥,408.65kcal,밥,372.75kcal,셀프참치마요주먹밥,504.65kcal,,,3587.22kcal
2024-09-20(금),소고기된장찌개(16),71.07kcal,돈등뼈감자탕(05)(06)(10)(16),302.47kcal,얼큰새우탕(05)(06)(09),68.5kcal,,,3587.22kcal
2024-09-20(금),돼지고기김치볶음(05)(09)(10),159.56kcal,고등어카레구이(05)(07),342.2kcal,옛날통닭(반마리)(05)(06)(15),876.58kcal,,,3587.22kcal
2024-09-20(금),계란후라이(완)(01)(05),70kcal,맛김,0kcal,골뱅이무침소면(05)(06),230.55kcal,,,3587.22kcal
2024-09-20(금),열무김치,11.2kcal,오징어젓무침(17),29.01kcal,무피클,11.13kcal,,,3587.22kcal
2024-09-20(금),"우유(백색우유(200ML,연간))(02)",65kcal,석박지(09),5.4kcal,무알콜 맥주,,,,3587.22kcal
2024-09-20(금),,,사인머스켓,58.5kcal,,,,,3587.22kcal
2024-09-21(토),스팸김치볶음밥(완)(05)(10),911kcal,블랙페퍼닭가슴살,0kcal,찹쌀밥,410.5kcal,,,2829.74kcal
2024-09-21(토),팽이버섯장국(01)(05)(06)(18),27.4kcal,모듬피클,30.8kcal,얼큰홍합무국(맑은홍합탕)(09)(18),21.15kcal,,,2829.74kcal
2024-09-21(토),갈비만두간장(05)(06)(16),820.9kcal,풀드포크또띠아(02)(05)(06)(10)(12)(16)(18),288.39kcal,김자반,0kcal,,,2829.74kcal
2024-09-21(토),깍두기(09),13.3kcal,열대과일샐러드,26.94kcal,돼지간장불고기(05)(06)(10)(18),255.48kcal,,,2829.74kcal
2024-09-21(토),"액션가면프로틴액트초코, 330mL",,,,취나물무침(05)(06)(18),15.13kcal,,,2829.74kcal
2024-09-21(토),,,,,배추김치(09),8.75kcal,,,2829.74kcal
2024-09-22(일),에그마요햄핫도그(01)(02)(05)(06)(10),498kcal,큐브스테이크덮밥(05)(06)(12)(16)(18),953.44kcal,흑미밥,409.25kcal,,,4196.69kcal
2024-09-22(일),콘치즈함박스테이크(05)(06)(10)(15)(18),231.2kcal,유부장국(01)(05)(06),26.93kcal,얼큰콩나물국(05)(06)(08)(16),25.2kcal,,,4196.69kcal
2024-09-22(일),포테이토크림스프(완)(05)(06),223.3kcal,구운야채(05),37.5kcal,삼겹보쌈(10),777.2kcal,,,4196.69kcal
2024-09-22(일),살사푸실리샐러드(완)(05)(06)(12)(16),94kcal,닭가슴살샐러드(15),132.96kcal,파채양파무침(05)(06),20.22kcal,,,4196.69kcal
2024-09-22(일),시리얼(1)(05)(06)(16),196kcal,초코링도넛(01)(02)(05)(06),423kcal,모듬쌈,42.19kcal,,,4196.69kcal
2024-08-29(목),미트볼채소볶음(02)(05)(06)(10)(12)(15)(16)(18),283.34kcal,닭매운찜(05)(06)(15)(18),197.85kcal,회오리감자&뿌링클(01)(02)(04)(05)(06)(10),275kcal,,,2903.41kcal
2024-08-29(목),애호박베이컨볶음(02)(05)(06)(10)(18),61.33kcal,어묵야채조림(05)(06)(18),121.99kcal,돈육소시지폭찹(05)(10),194.87kcal,,,2903.41kcal
2024-08-29(목),가공우유(커피맛)(02),90kcal,숙주나물무침(05)(06),22.13kcal,양념깻잎(09),9kcal,,,2903.41kcal
2024-08-29(목),깍두기(09),13.3kcal,겉절이김치(09),10.5kcal,석박지(09),5.4kcal,,,2903.41kcal
2024-08-29(목),"생수(500ML,후식)",0kcal,,,,,,,2903.41kcal
2024-08-30(금),밥,372.75kcal,고기듬뿍돼지국밥(완)(10),446.38kcal,밥,372.75kcal,,,2983.53kcal
2024-08-30(금),물만둣국(01)(02)(05)(06)(10)(16),170.91kcal,현미밥,408.65kcal,얼큰새우탕(05)(06)(09),82.66kcal,,,2983.53kcal
2024-08-30(금),베이컨감자채볶음(05)(06)(10),113.96kcal,콘치즈함박스테이크(05)(06)(10)(15)(18),225.2kcal,소시지채소볶음(05)(06)(18),110.43kcal,,,2983.53kcal
2024-08-30(금),고추참치볶음(05)(06)(12)(16)(18),123.75kcal,캐슈넛콩튀각조림(04)(05)(06)(14)(18),79.89kcal,계란후라이(완)(01)(05),60kcal,,,2983.53kcal
2024-08-30(금),김자반,30.7kcal,진미채무침(완)(06)(17),83.4kcal,카레소스(02)(05)(06)(10),158.4kcal,,,2983.53kcal
2024-08-30(금),배추김치(09),8.75kcal,열무김치,11.2kcal,배추김치(09),8.75kcal,,,2983.53kcal
2024-08-30(금),"우유(백색우유(200ML,연간))(02)",65kcal,,,"웅진식품, 자연은요거풋풋젤로&사과, 100mL",50kcal,,,2983.53kcal
2024-08-31(토),치킨데리야끼볶음밥(완)(05)(15),840kcal,갈비만두간장(05)(06)(16),820.9kcal,밥,372.75kcal,,,3714.58kcal
2024-08-31(토),유부장국(01)(05)(06),32.59kcal,구운야채(05),27.5kcal,닭고기육개장(01)(05)(06)(15),109.55kcal,,,3714.58kcal
2024-08-31(토),미니소시지구이(05)(06)(10),611.1kcal,구운달걀,0kcal,쇠고기불고기(05)(06)(16)(18),406.48kcal,,,3714.58kcal
2024-08-31(토),콘샐러드(완)(01)(05),45kcal,돈육큐브토마토소스조림(05)(10)(12),275.7kcal,맛김,0kcal,,,3714.58kcal
2024-08-31(토),"우유(백색우유(200ML,연간))(02)",65kcal,모듬피클,37.1kcal,계란후라이(완)(01)(05),60kcal,,,3714.58kcal
2024-08-31(토),"포도,신선형(포도(811월))",0.414kcal,,,겉절이김치(09),10.5kcal,,,3714.58kcal
2024-09-01(일),밥,372.75kcal,황태채국(01)(05)(06),58.48kcal,보리밥,406.3kcal,,,2650.99kcal
2024-09-01(일),얼큰쇠고기무국(05)(06)(16),62.17kcal,제육덮밥(02)(05)(06)(10),697.68kcal,오징어무국(05)(06)(17),51.51kcal,,,2650.99kcal
2024-09-01(일),애호박베이컨볶음(02)(05)(06)(10)(18),63.22kcal,명엽채볶음(05)(06)(18),58.01kcal,쇠고기불고기(05)(06)(16)(18),248.25kcal,,,2650.99kcal
2024-09-01(일),모듬장조림(01)(05)(06)(10)(18),166.79kcal,어묵핫바(01)(05)(12),114.71kcal,매운콩나물무침(05),26.12kcal,,,2650.99kcal
2024-09-01(일),배추김치(09),8.75kcal,비스킷슈(01)(02)(06),232kcal,배추김치(09),8.75kcal,,,2650.99kcal
2024-09-01(일),"생수(500ML,후식)",0kcal,겉절이김치(09),10.5kcal,,,,,2650.99kcal
2024-09-01(일),"우유(백색우유(200ML,연간))(02)",65kcal,,,,,,,2650.99kcal
2024-09-02(월),밥,372.75kcal,찹쌀밥,410.5kcal,밥,372.75kcal,,,3086.64kcal
2024-09-02(월),쇠고기무국(05)(06)(16),47.91kcal,들깨미역국(05)(06),34.4kcal,얼큰콩나물국(05)(06)(08)(16),25.2kcal,,,3086.64kcal
2024-09-02(월),모듬채소볶음(02)(05)(06)(16)(18),51.93kcal,매운돼지갈비찜(02)(05)(06)(10)(18),429.78kcal,로제떡볶이(02)(05)(06)(10)(12)(15)(16)(18),438.37kcal,,,3086.64kcal
2024-09-02(월),오리햄구이쌈무(01)(05)(06)(13),303kcal,캐슈넛콩튀각조림(04)(05)(06)(14)(18),72.44kcal,치즈핫도그소스(02)(05)(06)(10)(12),349.5kcal,,,3086.64kcal
2024-09-02(월),계란말이(01)(12),81.21kcal,숙주나물무침(05)(06),14.4kcal,파김치,0kcal,,,3086.64kcal
2024-09-02(월),배추김치(09),8.75kcal,배추김치(09),8.75kcal,갈배사이다 355ml,,,,3086.64kcal
2024-09-02(월),"우유(백색우유(200ML,연간))(02)",65kcal,,,,,,,3086.64kcal
2024-09-03(화),밥,372.75kcal,밀쌀밥,390.96kcal,밥,372.75kcal,,,2808.88kcal
2024-09-03(화),나가사끼짬뽕국(05)(06)(08)(09)(10)(15)(16)(17)(18),96.16kcal,돼지고기김치찌개(09)(10)(16),89.47kcal,얼큰새우탕(05)(06)(09),68.5kcal,,,2808.88kcal
2024-09-03(화),비엔나소시지구이&케첩(02)(05)(06)(10)(12)(16)(18),260.71kcal,갑오징어볶음(05)(06)(17),459.23kcal,돼지간장불고기(05)(06)(10)(18),255.48kcal,,,2808.88kcal
2024-09-03(화),쇠고기장조림(완)(05)(06)(18),5.16kcal,콩나물무침(05)(06)(18),25.66kcal,찐만두간장(05)(06),254.42kcal,,,2808.88kcal
2024-09-03(화),가공우유(바나나맛)(02),82.5kcal,김가루,25kcal,취나물무침(05)(06)(18),15.13kcal,,,2808.88kcal
2024-09-03(화),깍두기(09),13.3kcal,열무김치,11.2kcal,겉절이김치(09),10.5kcal,,,2808.88kcal
2024-09-03(화),"생수(500ML,후식)",0kcal,,,,,,,2808.88kcal
2024-09-04(수),밥,372.75kcal,하이라이스(05)(10),109.71kcal,보리밥,406.3kcal,,,3003.93kcal
2024-09-04(수),참치찌개(05)(06)(09),152.08kcal,밥,372.75kcal,부대찌개(02)(05)(06)(09)(10)(15)(16)(18),242.3kcal,,,3003.93kcal
2024-09-04(수),쇠고기폭찹(05)(06)(12)(16)(18),173.89kcal,감자고로케(05)(06)(12),174.32kcal,떡갈비잡채(05)(06)(10),149.3kcal,,,3003.93kcal
2024-09-04(수),감자조림(05)(06)(18),58.46kcal,새우꼬치(05)(06)(09),494.1kcal,진미채무침(완)(06)(17),83.4kcal,,,3003.93kcal
